,Wiki_Page,Wikipedia_Paragraphs
81,<WikipediaPage 'Pomme de terre'>,"

		
		
		
		
		
		

En 1977, dans son œuvre intitulée patate, Giuseppe Penone, sculpteur italien, adepte de l’Arte Povera, s’est servi de la pomme de terre pour réaliser une sorte d’autoportrait. Ce sont les tubercules eux-mêmes qui, en croissant, ont épousé la forme de moules qu’il avait placés dans la terre au printemps, reproduisant ainsi diverses parties de son visage (nez, oreille…).
Henri Cueco, écrivain et peintre français du XXe siècle, s’est intéressé à la pomme de terre pour elle-même et en a fait une série de « portraits » qu’il a publié dans le Journal d’une pomme de terre (1993).
En 2008, le peintre bolivien Roberto Mamani Mamani a consacré une série de 30 tableaux à la pomme de terre et à ses relations avec la culture indienne Aymara dont il est issu.
En 2009, le peintre britannique John Dyer fut l'hôte du CIP au Pérou, et réalisa une série de tableaux sur la récolte des pommes de terre et diverses scènes de la vie autour des pommes de terre à différents endroits (parc de la pomme de terre, lac Titicaca, fête de la pomme de terre à Taquile…)."
82,<WikipediaPage 'Pomme de terre'>,"


=== Dans les jeux vidéo ===
La pomme de terre est l’emblème de la campagne de publicité et du jeu en réalité alternée menée par Valve Corporation pour la sortie du jeu Portal 2. L’ensemble de la campagne est désignée sous le nom de Potato Sack, terme anglophone pour Sac à patates. L’intrigue du jeu a en effet un rapport important avec les patates et plus particulièrement avec les possibilités d’utiliser la patate comme électrolyte pour la fabrication d’une pile artisanale."
83,<WikipediaPage 'Pomme de terre'>,"


=== En héraldique ===
Des représentations de la pomme de terre, plante entière, tubercule ou fleur, figurent dans le blason de certaines localités d’Europe, notamment en Allemagne, d’Amérique latine ou d'Amérique du Nord (comté d'Aroostoock dans le Maine)."
84,<WikipediaPage 'Pomme de terre'>,"

Il existe des musées de la Pomme de terre dans différents pays (États-Unis et Allemagne notamment), ainsi que deux musées de la frite en Belgique :"
85,<WikipediaPage 'Pomme de terre'>,"

La pomme de terre est fêtée dans de nombreux pays du monde, notamment en Amérique du Sud.
Aux États-Unis et depuis 1937, le comté d'Aroostook organise le Festival de la floraison des plants de pomme de terre du Maine. Cette fête, qui se tient dans la seconde quinzaine du mois de juillet, dure neuf jours.
Depuis 1986, la Bolivie, qui est l’un des principaux producteurs de pomme de terre du continent sud-américain, célèbre une « fête nationale de la pomme de terre » dans la localité de Betanzos (département de Potosí). C’est aussi le cas en Argentine, à Córdoba, depuis 1981.
Depuis 2005, au Pérou, à l’initiative du ministère de l’Agriculture, le 30 mai a été déclaré « jour national de la pomme de terre ».
En 2010, l’Équateur a institué officiellement une « journée nationale de la pomme de terre » (Día Nacional de la Papa), organisée le 29 juin dans la ville de Riobamba à l’initiative du consortium des petits producteurs de pommes de terre (Consorcio de Pequeños Productores de Papa - Conpapa) avec l’appui d’institutions telles que l’INIAP (Instituto Nacional Autónomo de Investigaciones Agropecuarias) et le CIP (centre international de la pomme de terre).
En France, tous les trois ans depuis 1999, une manifestation appelée « La pomme de terre en fête » se déroule sur trois jours au début du mois de septembre à Plœuc-sur-Lié (Côtes-d'Armor).
Il y a également Trifòla, la fête de la pomme de terre du plateau de Craponne, à Craponne-sur-Arzon une région de production (en Haute-Loire), fin octobre. « La fête des patates » d'Accous en Vallée d'Aspe (Pyrénées-Atlantiques), organisée tous les troisièmes week-ends d'août, donne lieu à l'élection d'une « miss patate » dont la lauréate se voit remettre l'équivalent de son poids en pommes de terre."
86,<WikipediaPage 'Pomme de terre'>,"


=== Emblème ===
Depuis 2002, la pomme de terre est le légume officiel (official state vegetable) de l’État américain de l’Idaho. Cet État, surnommé le Potato State (l’État de la pomme de terre), est le principal producteur de ce tubercule aux États-Unis, environ 28 % de la production nationale, principalement de la variété Russet Burbank."
87,<WikipediaPage 'Pomme de terre'>,"


=== Jouet ===
La forme de la pomme de terre a inspiré M. Patate, jouet pour enfants d’origine américaine créé par Hasbro en 1952. Il est constitué d’une tête en matière plastique de forme patatoïde et de plusieurs éléments pouvant la décorer, moustache, chapeau, nez, etc."
88,<WikipediaPage 'Pomme de terre'>,"


=== Record ===
Le record de la plus grosse pomme de terre du monde, détenu précédemment, avec 3,5 kg, par un restaurateur de l’île de Man, Nigel Kermode aurait été battu le 4 septembre 2010 par un jardinier amateur anglais qui a présenté au National Gardening Show à Shepton Mallet (Somerset) un tubercule de 3,8 kg."
89,<WikipediaPage 'Pomme de terre'>,"


=== Personnalités liées à la pomme de terre ==="
90,<WikipediaPage 'Pomme de terre'>,"

Pedro Cieza de León (1520-1554), conquistador espagnol, fit la première description connue de la pomme de terre dans sa Chronique du Pérou (1533).
François Fresneau de la Gataudière (1703-1770), mathématicien, astronome et ingénieur, vanta les mérites de la pomme de terre.
Frédéric II de Prusse (1712-1786) par l’Édit des pommes de terre, ordonne la culture de la pomme de terre dans son royaume de Prusse. Il est toujours d'usage de déposer des fleurs de pomme de terre ou des tubercules sur sa tombe, voisine de celles de ses chiens, au Palais de Sanssouci (Potsdam).
François Mustel (1719-1803), agronome, encouragea la culture de la pomme de terre en Normandie.
Jean-François de La Marche (1729-1806), surnommé Eskob ar patatez (évêque des patates), il introduit et favorise le développement de la culture de la solanacée en Finistère.
Antoine Augustin Parmentier (1737-1813), pharmacien et agronome français, contribua à la popularisation de la culture et de la consommation de la pomme de terre en France.
Luther Burbank (1849-1926), horticulteur et sélectionneur américain, fut à l’origine de la variété Russet Burbank, encore employée pour la préparation des frites des restaurants de l'enseigne McDonald's.
George Shima (1864–1926), entrepreneur nippo-américain, surnommé le « roi de la pomme de terre ».
John Gregory Hawkes (1915-2007), botaniste britannique fut une autorité mondiale dans le domaine de l’évolution et de la génétique de la pomme de terre.
John S. Niederhauser (1916-2005), phytopathologiste américain, contribua aux programmes internationaux de développement de la pomme de terre.
Harrison McCain (1927-2004) et Wallace McCain (1930-2011), entrepreneurs canadiens, cofondateurs de la société McCain Foods, premier producteur mondial de frites surgelées.
Carlos Ochoa (1929-2008), botaniste et taxonomiste péruvien, obtenteur de plusieurs variétés de pommes de terre.
Andrés Contreras (né en 1943), agronome chilien, spécialiste de la pomme de terre.
David M. Spooner (né en 1949), botaniste américain, spécialiste de la systématique des Solanaceae."
91,<WikipediaPage 'Pomme de terre'>,"


=== Calendrier républicain ===
Dans le calendrier républicain, la Pomme de terre était le nom attribué au 11e jour du mois de vendémiaire."
92,<WikipediaPage 'Pomme de terre'>,"


==== Autres ====
(en) Centre international de la pomme de terre
(en) Consensus document in the biology of Solanum tuberosum subsp. tuberosum (potato), OCDE.
Comité national interprofessionnel de la pomme de terre (France)
Fédération nationale des producteurs de plants de pomme de terre (France)
Groupement interprofessionnel pour la valorisation de la pomme de terre (France)
(en) La galerie des pommes de terre du Food Museum Online (Global Food Heritage Project, Albuquerque, Nouveau-Mexique)
 Portail de la pomme de terre   Portail de l’agriculture et l’agronomie   Portail des plantes utiles   Alimentation et gastronomie   Portail des records"
